"uuid","latitude","longitude","interactions","street","reliability","start_time","end_time","share","cum_share"
"a7ec36a5-f923-3a5a-801b-6461b3d5c3f1","-12.131833","-77.029574","3","Av. Armendáriz","8","2019-01-04 18:44:00.000","2019-01-04 18:55:00.000","0.0027","0.8386801099908341"
"e702f15b-1515-3aff-9ae6-623519e934f9","-12.11384","-77.029725","3","Av. Arequipa","8","2019-01-24 07:42:00.000","2019-01-24 08:12:00.000","0.0027","0.8414298808432631"
"382ca999-b8b6-342d-b3be-fcb8e8665bc3","-12.123387","-77.021218","3","Av. Casimiro Ulloa","8","2019-02-19 22:45:00.000","2019-02-19 23:16:00.000","0.0027","0.844179651695692"
"46696de9-ad65-3d95-865e-88682d684278","-12.124533","-77.029125","3","Av. Alfredo Benavides","8","2019-03-13 19:41:00.000","2019-03-13 20:17:00.000","0.0027","0.846929422548121"
"4799f1cb-a947-3fc6-98b7-f7031af8d230","-12.132247","-77.031658","3","Vía Expresa Costa Verde","8","2019-05-11 10:48:00.000","2019-05-11 11:10:00.000","0.0027","0.84967919340055"
"5173ab04-0b07-33cd-b408-a5a248721548","-12.131344","-77.030196","3","Malecón de la Reserva","8","2019-05-14 18:43:00.000","2019-05-14 19:13:00.000","0.0027","0.8524289642529789"
"edcc98d5-6537-328f-bd79-b7989e55b6f2","-12.131304","-77.03371","3","Vía Expresa Costa Verde","8","2019-05-20 01:03:00.000","2019-05-20 01:20:00.000","0.0027","0.8551787351054079"
"e1d6c73a-db73-31ca-8ee4-47b551ae0768","-12.113658","-77.027393","3","Av. Angamos Este","8","2019-06-03 01:34:00.000","2019-06-03 02:06:00.000","0.0027","0.8579285059578369"
"73485aa2-5680-31dc-90cf-d5c569b00065","-12.132229","-77.029063","3","Av. Armendáriz","8","2019-06-03 23:18:00.000","2019-06-03 23:47:00.000","0.0027","0.8606782768102658"
"43cbb4e9-52f4-3b83-ae9a-86e7c2350630","-12.124276","-77.010339","3","Av. Manuel Villarán","8","2019-06-13 13:35:00.000","2019-06-13 13:57:00.000","0.0027","0.8634280476626948"
"f3590ee5-2d66-3772-94eb-b6f2ccc5608c","-12.126639","-77.023413","3","Av. Paseo de la República","8","2019-06-20 16:02:00.000","2019-06-20 16:27:00.000","0.0027","0.8661778185151238"
"fae8369f-2c8e-326b-bd6d-b20742ea0b91","-12.122563","-77.006254","3","Av. Manuel Villarán","8","2019-07-18 00:32:00.000","2019-07-18 00:47:00.000","0.0027","0.8689275893675527"
"e5c5a164-ea72-3dd2-af89-7f4759cd7853","-12.136128","-77.0254","3","Quebrada de Armendáriz","8","2019-07-21 02:36:00.000","2019-07-21 02:46:00.000","0.0027","0.8716773602199817"
"7a3c8267-3425-3893-bac5-058cc6b74d39","-12.116655","-77.045114","3","Av. Del Ejército","8","2019-08-25 02:06:00.000","2019-08-25 02:35:00.000","0.0027","0.8744271310724107"
"522d2cdc-4a1d-33b2-a907-9e12da9e39fc","-12.125756","-77.023831","3","Acceso a Vía Expresa Paseo de la República","7","2018-10-21 08:42:00.000","2018-10-21 09:08:00.000","0.0027","0.8771769019248395"
"930ab173-d8ce-3eef-9598-f4e3ffca6bb0","-12.135251","-77.025007","3","Av. Armendáriz","7","2018-10-28 13:03:00.000","2018-10-28 13:32:00.000","0.0027","0.8799266727772685"
"8b281fa3-d636-313e-be60-78a4fa8a82da","-12.121835","-77.029006","3","Av. José Larco","7","2019-01-22 21:04:00.000","2019-01-22 21:36:00.000","0.0027","0.8826764436296975"
"00cc63d1-f63d-3afe-8179-b78af7d3e6e7","-12.113696","-77.028001","3","Av. Angamos Este","7","2019-02-19 11:53:00.000","2019-02-19 12:26:00.000","0.0027","0.8854262144821264"
